Transaction_ID,Amount,Distance_from_Home,Device_Type,IP_Risk_Score,Is_Night_Transaction,Is_Fraud
8776,19.13,0.0123,0,0.44,0,0
8777,17.29,0.0123,2,0.67,0,0
8778,24.86,0.0123,1,0.15,0,0
8779,22.11,0.0123,0,0.67,1,0
8780,357.75,0.0123,2,0.37,0,0
8781,43.45,0.0123,1,0.79,0,0
8782,29.34,0.0123,0,0.0,0,0
8783,86.2,0.0123,0,0.69,0,0
8784,10.82,0.0123,2,0.12,0,0
8785,17.85,0.0123,2,0.03,0,0
8786,11.47,0.0123,2,0.49,0,0
8787,69.68,0.0123,2,0.82,0,0
8788,13.22,0.0123,2,0.59,1,0
8789,31.04,0.0123,0,0.82,0,0
8790,40.66,0.0123,2,0.58,0,0
8791,22.93,0.0123,0,0.8,0,0
8792,31.0,0.0123,0,0.04,0,0
8793,92.29,0.0123,0,0.17,1,0
8794,11.77,0.0123,0,0.02,1,0
8795,2262.63,0.0123,0,0.15,0,1
8796,402.84,4.8088,0,0.41,0,1
8797,406.12,0.0123,0,0.5,0,0
8798,96.99,0.0123,2,0.13,1,0
8799,10.97,0.0123,0,0.94,1,1
8800,25.65,0.0123,2,0.13,0,0
8801,15.67,0.0123,0,0.81,0,0
8802,14.47,0.0123,0,0.11,0,0
8803,2.58,0.0123,2,0.16,0,0
8804,17.83,0.0123,2,0.32,0,0
8805,16.84,0.0123,2,0.16,0,0
8806,41.41,0.0123,0,0.59,0,0
8807,20.54,0.0123,2,0.32,0,0
8808,1938.23,0.0123,1,0.49,0,1
8809,35.76,0.0123,0,0.18,1,0
8810,14.81,0.0123,0,0.22,0,0
8811,65.16,0.0123,2,0.34,0,0
8812,22.34,0.0123,2,0.41,0,0
8813,269.13,0.0123,2,0.55,0,0
8814,61.95,0.0123,2,0.69,0,0
8815,29.19,0.0123,2,0.37,0,0
8816,55.15,0.0123,2,0.77,0,0
8817,36.59,0.0123,0,0.35,1,0
8818,40.46,0.0123,0,0.96,1,1
8819,32.47,0.0123,2,0.03,0,0
8820,2809.9,0.0123,1,0.68,1,1
8821,10.38,0.0123,1,0.57,0,0
8822,12.98,0.0123,2,0.91,1,1
8823,732.37,0.0123,2,0.65,0,0
8824,88.33,0.0123,2,0.8,0,0
8825,41.36,4.8088,2,0.36,0,0
8826,13.51,0.0123,2,0.8,1,1
8827,50.04,0.0123,2,0.87,0,0
8828,10.41,0.0123,2,0.42,0,0
8829,35.2,0.0123,2,0.91,0,0
8830,85.21,0.0123,2,0.29,0,0
8831,23.58,0.0123,0,0.11,0,0
8832,62.32,0.0123,2,0.22,0,0
8833,23.24,0.0123,0,0.64,1,0
8834,14.61,0.0123,2,0.36,0,0
8835,17.24,0.0123,0,0.26,0,0
8836,115.02,0.0123,0,0.43,0,0
8837,7.56,0.0123,0,0.62,0,0
8838,35.68,0.0123,1,0.15,1,0
8839,14.28,4.8088,0,0.83,1,1
8840,25.12,0.0123,2,0.66,0,0
8841,30.82,0.0123,2,0.53,0,0
8842,100.86,0.0123,2,0.81,1,1
8843,32.36,0.0123,0,0.54,0,0
8844,11.99,0.0123,1,0.4,1,0
8845,20.47,4.8088,2,0.63,0,0
8846,28.05,4.8088,2,0.66,0,0
8847,68.88,0.0123,0,0.99,0,0
8848,113.6,0.0123,0,0.01,0,0
8849,230.08,0.0123,2,0.75,0,0
8850,63.04,0.0123,0,0.98,1,1
8851,21.76,4.8088,2,0.3,0,0
8852,2650.09,0.0123,2,0.16,0,1
8853,18.8,0.0123,1,0.79,0,0
8854,603.57,0.0123,0,0.13,1,1
8855,58.81,0.0123,0,0.68,1,0
8856,29.22,0.0123,1,0.78,0,0
8857,28.65,0.0123,0,0.08,0,0
8858,284.88,0.0123,2,0.11,1,0
8859,58.67,0.0123,0,0.97,0,0
8860,341.63,0.0123,2,0.62,0,0
8861,68.5,0.0123,2,0.38,1,0
8862,19.15,0.0123,1,0.07,0,0
8863,398.68,0.0123,2,0.44,0,0
8864,292.9,0.0123,2,0.09,0,0
8865,10.06,0.0123,0,0.54,0,0
8866,491.63,0.0123,2,0.07,0,0
8867,440.03,0.0123,0,0.93,0,0
8868,30.91,0.0123,0,0.76,1,0
8869,83.66,0.0123,1,0.96,0,0
8870,92.65,0.0123,1,0.35,0,0
8871,8.87,0.0123,1,0.66,0,0
8872,20.04,0.0123,0,0.93,0,0
8873,37.44,0.0123,2,0.33,0,0
8874,53.98,0.0123,0,0.9,0,0
8875,899.92,0.0123,0,0.16,0,1
8876,45.41,0.0123,2,0.47,0,0
8877,38.57,0.0123,1,0.14,0,0
8878,34.63,0.0123,2,0.46,0,0
8879,439.67,0.0123,1,0.53,0,0
8880,26.27,0.0123,0,0.33,0,0
8881,42.49,0.0123,2,0.21,0,0
8882,20.11,0.0123,0,0.59,1,0
8883,17.87,0.0123,2,0.48,0,0
8884,515.04,0.0123,2,0.77,1,0
8885,233.86,0.0123,0,0.72,0,0
8886,36.25,0.0123,0,0.68,0,0
8887,22.57,0.0123,0,0.89,1,1
8888,177.68,0.0123,1,0.89,0,0
8889,47.07,0.0123,2,0.84,1,1
8890,117.69,0.0123,2,0.88,0,0
8891,113.67,0.0123,2,0.87,0,0
8892,25.73,4.8088,2,0.61,1,1
8893,6.73,0.0123,0,0.22,0,0
8894,59.98,0.0123,1,0.48,0,0
8895,4.2,0.0123,1,0.55,0,0
8896,35.09,0.0123,2,0.87,0,0
8897,22.45,0.0123,1,0.01,0,0
8898,12.16,0.0123,2,0.09,0,0
8899,29.32,0.0123,0,0.72,1,0
8900,37.53,0.0123,0,0.97,0,0
8901,31.24,0.0123,0,0.75,0,0
8902,12.72,0.0123,0,0.83,0,0
8903,9.98,0.0123,1,0.23,0,0
8904,30.19,0.0123,0,0.54,1,0
8905,52.65,0.0123,2,0.65,1,0
8906,25.13,0.0123,0,0.18,0,0
8907,21.15,4.8088,1,0.51,0,0
8908,19.47,0.0123,0,0.01,0,0
8909,66.14,0.0123,0,0.32,0,0
8910,78.58,0.0123,1,0.27,0,0
8911,902.81,0.0123,0,0.18,1,1
8912,34.86,0.0123,2,0.06,0,0
8913,128.13,0.0123,2,0.61,0,0
8914,106.47,0.0123,2,0.46,0,0
8915,42.1,4.8088,2,0.34,1,1
8916,5.91,0.0123,2,0.25,1,0
8917,37.51,0.0123,2,0.55,0,0
8918,25.15,0.0123,0,0.75,0,0
8919,669.12,4.8088,2,0.35,0,1
8920,108.46,0.0123,0,0.88,0,0
8921,19.19,0.0123,0,0.0,0,0
8922,129.33,0.0123,2,0.34,0,0
8923,30.34,0.0123,1,0.9,0,0
8924,12.94,0.0123,0,0.27,0,0
8925,47.62,0.0123,1,0.86,0,0
8926,31.19,0.0123,2,0.32,0,0
8927,50.22,0.0123,0,0.32,1,0
8928,56.1,0.0123,2,0.32,0,0
8929,2140.04,0.0123,0,0.58,0,1
8930,24.53,0.0123,1,0.98,0,0
8931,380.37,0.0123,1,0.7,0,0
8932,39.43,0.0123,0,0.29,0,0
8933,33.17,0.0123,0,0.04,0,0
8934,9.46,0.0123,0,0.64,0,0
8935,53.59,0.0123,0,0.29,0,0
8936,28.73,0.0123,2,0.02,0,0
8937,29.91,0.0123,0,0.18,0,0
8938,58.79,0.0123,0,0.03,0,0
8939,612.84,0.0123,0,0.81,0,1
8940,11.63,4.8088,0,0.35,1,1
8941,22.96,0.0123,0,0.82,1,1
8942,50.36,0.0123,1,0.93,1,1
8943,48.23,0.0123,2,0.9,0,0
8944,40.33,0.0123,0,0.51,0,0
8945,22.41,0.0123,1,0.61,1,0
8946,34.64,0.0123,0,0.94,0,0
8947,27.07,0.0123,2,0.86,0,0
8948,78.33,0.0123,0,0.47,0,0
8949,107.18,0.0123,0,0.1,0,0
8950,2057.22,0.0123,2,0.49,0,1
8951,4.44,0.0123,0,0.91,0,0
8952,8.51,0.0123,0,0.34,0,0
8953,29.75,0.0123,1,0.29,0,0
8954,851.43,0.0123,2,0.56,0,0
8955,16.95,0.0123,2,0.83,0,0
8956,8.61,0.0123,0,0.24,0,0
8957,17.92,0.0123,0,0.12,0,0
8958,11.68,0.0123,2,0.72,0,0
8959,28.87,0.0123,2,0.78,1,0
8960,25.14,0.0123,0,0.52,0,0
8961,132.17,0.0123,2,0.9,0,0
8962,23.4,0.0123,0,0.25,1,0
8963,56.36,0.0123,2,0.64,0,0
8964,70.58,0.0123,2,0.11,0,0
8965,77.76,0.0123,0,0.91,0,0
8966,23.11,0.0123,0,0.33,1,0
8967,41.01,0.0123,0,0.36,0,0
8968,2580.52,0.0123,0,0.6,0,1
8969,42.09,0.0123,2,0.58,0,0
8970,67.57,0.0123,0,0.31,1,0
8971,162.21,0.0123,0,0.34,1,0
8972,81.54,0.0123,0,0.82,0,0
8973,33.86,0.0123,0,0.95,0,0
8974,46.27,4.8088,2,0.49,0,0
8975,53.66,0.0123,0,0.96,0,0
8976,71.71,0.0123,0,0.91,1,1
8977,31.59,0.0123,2,0.55,1,0
8978,39.56,0.0123,2,0.78,0,0
8979,2324.04,0.0123,2,0.82,1,1
8980,39.37,0.0123,0,0.2,0,0
8981,26.13,0.0123,0,0.23,1,0
8982,26.85,0.0123,0,0.47,0,0
8983,20.97,0.0123,0,0.9,1,1
8984,33.19,0.0123,0,0.16,1,0
8985,15.92,0.0123,2,0.56,0,0
8986,17.83,0.0123,0,0.64,1,0
8987,80.19,0.0123,2,0.48,0,0
8988,1933.68,0.0123,2,0.17,0,1
8989,521.97,0.0123,2,0.91,0,1
8990,30.52,0.0123,0,0.94,0,0
8991,30.93,0.0123,0,0.52,0,0
8992,21.62,0.0123,0,0.04,1,0
8993,49.14,0.0123,0,0.22,1,0
8994,48.33,0.0123,0,0.18,0,0
8995,12.04,0.0123,1,0.5,1,0
8996,43.09,0.0123,2,0.68,0,0
8997,27.6,0.0123,2,0.9,0,0
8998,54.44,4.8088,0,0.63,1,1
8999,18.47,0.0123,2,0.95,1,1
9000,11.37,0.0123,2,0.54,0,0
9001,33.64,0.0123,2,0.9,0,0
9002,47.78,0.0123,0,0.83,0,0
9003,37.3,0.0123,0,0.77,1,0
9004,13.26,0.0123,0,0.14,0,0
9005,165.2,0.0123,2,0.48,1,0
9006,21.32,0.0123,0,0.0,0,0
9007,57.76,0.0123,2,0.52,0,0
9008,47.47,0.0123,2,0.42,0,0
9009,51.37,0.0123,2,0.36,0,0
9010,69.83,0.0123,0,0.57,1,0
9011,33.22,0.0123,2,0.08,0,0
9012,13.15,0.0123,0,0.82,0,0
9013,24.04,0.0123,0,0.7,0,0
9014,54.98,0.0123,1,0.38,0,0
9015,18.29,0.0123,2,0.28,1,0
9016,51.97,0.0123,0,0.22,1,0
9017,108.46,0.0123,2,0.43,0,0
9018,8.73,0.0123,1,0.81,0,0
9019,107.01,0.0123,1,0.27,0,0
9020,12.33,0.0123,0,0.33,1,0
9021,751.19,0.0123,0,0.39,1,1
9022,24.94,0.0123,2,0.85,0,0
9023,81.53,0.0123,0,0.77,0,0
9024,22.73,0.0123,0,0.49,0,0
9025,30.32,0.0123,2,0.55,1,0
9026,35.21,0.0123,1,0.34,0,0
9027,29.2,0.0123,2,0.09,0,0
9028,93.82,0.0123,0,0.44,0,0
9029,15.14,0.0123,0,0.59,0,0
9030,9.93,0.0123,0,0.38,0,0
9031,212.02,0.0123,0,0.92,0,0
9032,11.24,0.0123,0,0.99,1,1
9033,1134.81,0.0123,0,0.0,0,1
9034,46.46,0.0123,2,0.64,0,0
9035,32.46,0.0123,2,0.21,0,0
9036,15.1,0.0123,2,0.89,1,1
9037,67.44,0.0123,0,0.14,0,0
9038,77.31,0.0123,0,0.39,1,0
9039,29.66,0.0123,2,0.84,0,0
9040,23.78,0.0123,2,0.85,0,0
9041,44.66,0.0123,1,0.89,1,1
9042,37.65,0.0123,2,0.94,0,0
9043,41.99,0.0123,1,0.36,0,0
9044,47.15,0.0123,0,0.73,0,0
9045,20.9,0.0123,2,0.33,0,0
9046,20.78,0.0123,2,0.21,0,0
9047,15.39,0.0123,2,0.1,0,0
9048,247.42,0.0123,2,0.06,0,0
9049,388.46,0.0123,2,0.93,0,0
9050,13.18,0.0123,2,0.23,1,0
9051,40.11,0.0123,0,0.68,1,0
9052,37.74,0.0123,0,0.3,0,0
9053,51.18,4.8088,2,0.12,0,0
9054,25.13,0.0123,0,0.38,0,0
9055,18.81,4.8088,0,0.7,0,0
9056,26.35,0.0123,2,0.93,1,1
9057,36.79,0.0123,2,0.46,0,0
9058,45.18,0.0123,2,0.41,1,0
9059,21.12,0.0123,1,0.77,0,0
9060,41.82,0.0123,2,0.3,1,0
9061,11.3,0.0123,2,0.85,1,1
9062,21.45,0.0123,2,0.27,0,0
9063,41.65,0.0123,2,0.15,0,0
9064,33.9,0.0123,0,0.41,0,0
9065,58.52,0.0123,2,0.93,0,0
9066,18.66,0.0123,0,0.55,0,0
9067,72.77,4.8088,0,0.58,0,0
9068,12.18,0.0123,0,0.05,0,0
9069,17.99,4.8088,0,0.87,0,1
9070,13.04,0.0123,2,0.75,1,0
9071,11.43,0.0123,0,0.6,1,0
9072,11.79,0.0123,2,0.38,0,0
9073,13.77,0.0123,2,0.69,1,0
9074,102.79,0.0123,0,0.98,0,0
9075,37.01,0.0123,2,0.29,1,0
9076,20.25,0.0123,2,0.73,1,0
9077,17.33,0.0123,2,0.76,0,0
9078,90.95,0.0123,0,0.19,0,0
9079,51.8,4.8088,2,0.36,0,0
9080,27.56,0.0123,0,0.18,1,0
9081,33.91,0.0123,0,0.81,0,0
9082,20.06,0.0123,0,0.0,0,0
9083,20.93,0.0123,0,0.3,0,0
9084,67.16,0.0123,0,0.86,0,0
9085,622.98,0.0123,0,0.93,0,1
9086,27.82,0.0123,0,0.04,1,0
9087,27.94,0.0123,2,0.71,0,0
9088,63.17,0.0123,0,0.84,0,0
9089,28.33,0.0123,2,0.08,1,0
9090,37.89,0.0123,0,0.71,0,0
9091,21.81,0.0123,2,0.51,1,0
9092,13.08,0.0123,0,0.89,1,1
9093,248.96,0.0123,2,0.62,1,0
9094,21.89,0.0123,0,0.98,0,0
9095,500.07,0.0123,0,0.86,0,0
9096,119.73,0.0123,2,0.11,0,0
9097,17.75,0.0123,0,0.54,0,0
9098,2264.21,0.0123,2,0.95,0,1
9099,79.49,4.8088,0,0.68,0,0
9100,66.08,0.0123,0,0.03,0,0
9101,3898.33,0.0123,2,0.15,0,1
9102,13.74,0.0123,0,0.98,0,0
9103,130.81,0.0123,2,0.22,1,0
9104,52.47,0.0123,0,0.25,0,0
9105,64.84,0.0123,2,0.6,1,0
9106,606.41,0.0123,1,0.39,1,1
9107,39.1,0.0123,2,0.66,0,0
9108,38.72,0.0123,1,0.09,0,0
9109,611.4,0.0123,0,0.2,0,0
9110,74.11,0.0123,2,0.28,0,0
9111,14.18,0.0123,2,0.13,0,0
9112,89.9,0.0123,2,0.49,0,0
9113,2501.1,0.0123,2,0.05,0,1
9114,159.67,0.0123,0,0.11,0,0
9115,61.42,0.0123,2,0.17,0,0
9116,107.36,0.0123,0,0.56,0,0
9117,57.82,0.0123,0,0.14,1,0
9118,52.32,0.0123,1,0.81,0,0
9119,27.5,0.0123,1,0.17,1,0
9120,21.11,0.0123,0,0.7,1,0
9121,7.26,0.0123,0,0.14,0,0
9122,8.33,0.0123,2,0.15,0,0
9123,24.05,0.0123,2,0.57,0,0
9124,51.03,0.0123,0,0.67,0,0
9125,60.32,4.8088,0,0.49,0,0
9126,31.95,0.0123,0,0.86,0,0
9127,19.11,0.0123,2,0.7,0,0
9128,54.02,0.0123,2,0.69,0,0
9129,54.75,0.0123,1,0.05,0,0
9130,34.92,0.0123,0,0.36,0,0
9131,60.01,0.0123,2,0.53,0,0
9132,7.94,0.0123,0,0.96,1,1
9133,48.74,0.0123,2,0.13,0,0
9134,33.69,0.0123,0,0.34,0,0
9135,81.57,0.0123,2,0.58,0,0
9136,50.89,0.0123,0,0.18,0,0
9137,57.95,0.0123,0,0.83,0,0
9138,12.36,4.8088,2,0.34,0,0
9139,12.2,0.0123,0,0.95,0,0
9140,17.61,0.0123,2,0.06,1,0
9141,19.75,0.0123,0,0.27,0,0
9142,19.12,0.0123,0,0.25,0,0
9143,33.86,4.8088,0,0.34,0,0
9144,24.18,0.0123,0,0.14,0,0
9145,49.21,0.0123,2,0.8,0,0
9146,16.97,0.0123,2,0.95,0,0
9147,14.72,0.0123,2,0.96,1,1
9148,371.15,0.0123,1,0.8,0,0
9149,31.67,0.0123,0,0.97,1,1
9150,7.48,0.0123,2,0.14,0,0
9151,41.35,0.0123,0,0.81,0,0
9152,136.7,0.0123,2,0.75,0,0
9153,20.67,0.0123,0,0.97,0,0
9154,54.68,0.0123,0,0.35,0,0
9155,70.11,4.8088,2,0.88,0,1
9156,1863.02,4.8088,0,0.44,0,1
9157,14.33,0.0123,2,0.82,0,0
9158,15.26,0.0123,0,0.56,0,0
9159,9.69,0.0123,0,0.31,0,0
9160,806.09,0.0123,2,0.98,0,1
9161,19.48,0.0123,2,0.53,0,0
9162,39.76,0.0123,0,0.53,1,0
9163,21.07,0.0123,0,0.41,0,0
9164,704.11,0.0123,0,0.63,0,0
9165,34.52,0.0123,2,0.17,0,0
9166,10.41,0.0123,2,0.59,1,0
9167,145.08,0.0123,2,0.28,0,0
9168,97.61,0.0123,2,0.4,1,0
9169,417.42,0.0123,2,0.77,0,0
9170,68.05,0.0123,2,0.69,0,0
9171,22.63,0.0123,2,0.35,0,0
9172,28.14,4.8088,1,0.86,1,1
9173,912.14,0.0123,2,0.18,0,0
9174,16.0,4.8088,0,0.83,0,1
9175,30.45,0.0123,0,0.23,1,0
9176,38.68,0.0123,0,0.09,1,0
9177,11.64,0.0123,0,0.67,1,0
9178,3.49,0.0123,2,0.43,1,0
9179,82.7,0.0123,2,0.85,0,0
9180,42.61,0.0123,2,0.73,0,0
9181,21.19,0.0123,2,0.67,0,0
9182,48.96,0.0123,2,0.31,0,0
9183,216.99,0.0123,0,0.54,0,0
9184,51.0,0.0123,2,0.98,1,1
9185,33.12,0.0123,0,0.39,0,0
9186,84.2,0.0123,0,0.37,0,0
9187,15.51,0.0123,2,0.52,0,0
9188,22.49,0.0123,2,0.56,1,0
9189,20.78,4.8088,2,0.95,0,1
9190,32.1,0.0123,0,0.36,0,0
9191,34.64,0.0123,2,0.23,0,0
9192,19.41,0.0123,0,0.11,0,0
9193,51.5,0.0123,2,0.47,0,0
9194,18.52,0.0123,0,0.39,0,0
9195,496.27,0.0123,1,0.19,0,0
9196,32.14,0.0123,0,0.95,0,0
9197,46.72,0.0123,0,0.57,0,0
9198,83.71,0.0123,1,0.81,0,0
9199,36.09,0.0123,0,0.3,0,0
9200,297.91,4.8088,0,0.23,0,0
9201,374.09,0.0123,2,0.41,0,0
9202,35.94,0.0123,2,0.33,0,0
9203,37.33,0.0123,1,0.34,0,0
9204,25.83,4.8088,0,0.1,0,0
9205,40.48,0.0123,2,0.31,0,0
9206,73.67,0.0123,2,0.92,0,0
9207,61.63,0.0123,2,0.79,0,0
9208,35.61,0.0123,0,0.82,0,0
9209,46.27,0.0123,2,0.31,0,0
9210,32.45,0.0123,0,0.98,0,0
9211,866.29,0.0123,2,1.0,0,1
9212,54.55,0.0123,0,0.88,0,0
9213,31.1,0.0123,2,0.53,1,0
9214,17.68,0.0123,0,0.7,1,0
9215,14.42,0.0123,2,0.97,0,0
9216,2216.16,0.0123,0,0.25,0,1
9217,24.86,0.0123,0,0.36,0,0
9218,64.01,0.0123,0,0.79,0,0
9219,66.56,0.0123,0,0.72,0,0
9220,393.01,0.0123,0,0.9,0,1
9221,63.13,0.0123,2,0.19,0,0
9222,73.3,0.0123,1,0.73,0,0
9223,6.97,0.0123,2,0.77,0,0
9224,28.1,0.0123,0,0.57,0,0
9225,65.46,0.0123,2,0.67,0,0
9226,21.47,4.8088,0,0.21,1,1
9227,36.29,0.0123,0,0.29,0,0
9228,31.33,0.0123,0,0.06,0,0
9229,3809.33,0.0123,2,0.51,0,1
9230,82.75,0.0123,0,0.38,0,0
9231,24.8,4.8088,2,0.89,0,1
9232,14.0,0.0123,1,0.8,0,0
9233,32.79,0.0123,2,0.65,0,0
9234,65.24,0.0123,2,0.62,0,0
9235,25.3,4.8088,0,0.29,0,0
9236,41.44,0.0123,0,0.04,0,0
9237,29.28,0.0123,0,0.5,1,0
9238,46.1,0.0123,2,0.88,0,0
9239,13.18,4.8088,0,0.01,0,0
9240,624.53,0.0123,0,0.11,0,0
9241,27.55,0.0123,0,0.83,0,0
9242,43.68,0.0123,0,0.25,1,0
9243,179.9,0.0123,2,0.38,0,0
9244,51.83,0.0123,2,0.31,0,0
9245,80.08,0.0123,0,0.77,0,0
9246,28.75,0.0123,2,0.71,0,0
9247,44.45,0.0123,2,0.1,0,0
9248,73.03,0.0123,2,0.18,0,0
9249,48.57,0.0123,2,0.55,0,0
9250,9.48,0.0123,0,0.69,0,0
9251,8.64,0.0123,2,0.7,0,0
9252,6.84,0.0123,2,0.49,0,0
9253,39.35,0.0123,0,0.73,1,0
9254,48.1,0.0123,0,0.91,0,0
9255,32.49,0.0123,0,0.71,1,0
9256,45.04,0.0123,0,0.23,0,0
9257,15.53,0.0123,2,0.02,0,0
9258,35.94,0.0123,2,0.2,0,0
9259,86.37,0.0123,0,0.75,0,0
9260,43.6,0.0123,0,0.92,0,0
9261,35.5,0.0123,0,0.63,0,0
9262,71.62,0.0123,2,0.94,1,1
9263,37.68,0.0123,0,0.09,1,0
9264,2985.95,0.0123,2,0.23,0,1
9265,36.44,0.0123,0,0.5,0,0
9266,80.67,4.8088,2,0.09,0,0
9267,25.16,0.0123,0,0.52,0,0
9268,751.86,0.0123,1,0.7,0,1
9269,55.55,0.0123,0,0.79,0,0
9270,15.5,0.0123,2,0.95,0,0
9271,24.32,0.0123,1,0.57,0,0
9272,899.82,0.0123,2,0.58,0,0
9273,40.63,0.0123,0,0.49,0,0
9274,37.61,0.0123,0,0.94,0,0
9275,18.81,0.0123,2,0.46,1,0
9276,82.53,0.0123,2,0.14,0,0
9277,31.2,0.0123,0,0.24,0,0
9278,21.03,0.0123,2,0.19,0,0
9279,8.32,0.0123,1,0.92,0,0
9280,30.5,0.0123,0,0.63,0,0
9281,71.57,0.0123,0,0.81,0,0
9282,32.66,0.0123,1,0.66,0,0
9283,11.33,0.0123,2,0.81,0,0
9284,42.35,0.0123,2,0.6,0,0
9285,24.99,0.0123,0,0.66,0,0
9286,10.52,0.0123,1,0.4,0,0
9287,10.51,0.0123,2,0.68,0,0
9288,31.68,0.0123,0,0.51,1,0
9289,32.73,0.0123,2,0.66,0,0
9290,36.35,4.8088,2,0.64,0,0
9291,901.61,0.0123,0,0.27,0,0
9292,20.69,0.0123,2,0.97,0,0
9293,1820.95,0.0123,2,0.86,1,1
9294,34.11,0.0123,0,0.94,0,0
9295,10.35,0.0123,2,0.09,0,0
9296,21.73,0.0123,0,0.61,1,0
9297,543.63,0.0123,2,0.06,0,0
9298,143.55,0.0123,0,0.31,0,0
9299,11.3,0.0123,1,0.36,1,0
9300,26.52,0.0123,2,0.73,0,0
9301,26.99,0.0123,0,0.87,0,0
9302,47.24,0.0123,2,0.58,0,0
9303,45.9,0.0123,2,0.15,0,0
9304,39.4,0.0123,2,0.43,0,0
9305,75.65,0.0123,2,0.53,0,0
9306,16.6,0.0123,1,0.29,1,0
9307,72.71,0.0123,2,0.35,0,0
9308,50.42,0.0123,2,0.09,0,0
9309,44.48,0.0123,2,0.06,0,0
9310,127.31,0.0123,0,0.48,0,0
9311,29.26,0.0123,2,0.2,0,0
9312,116.74,0.0123,0,0.01,0,0
9313,18.5,4.8088,2,0.85,0,1
9314,500.7,0.0123,2,0.6,0,0
9315,23.87,0.0123,0,0.03,1,0
9316,35.15,0.0123,0,0.19,0,0
9317,101.33,0.0123,0,0.33,0,0
9318,15.55,0.0123,0,0.84,0,0
9319,367.44,0.0123,2,0.1,1,1
9320,22.46,0.0123,2,0.61,0,0
9321,55.67,0.0123,0,0.31,0,0
9322,2125.66,0.0123,0,0.13,0,1
9323,10.42,0.0123,0,0.2,0,0
9324,80.15,0.0123,0,0.92,0,0
9325,49.8,0.0123,1,0.17,0,0
9326,13.18,0.0123,0,0.9,0,0
9327,62.4,0.0123,0,0.51,0,0
9328,19.26,0.0123,2,0.81,0,0
9329,12.69,0.0123,2,0.64,0,0
9330,529.02,0.0123,2,0.03,0,0
9331,58.18,0.0123,2,0.01,1,0
9332,20.57,0.0123,0,0.15,1,0
9333,21.24,0.0123,0,0.23,0,0
9334,21.61,0.0123,0,0.22,0,0
9335,10.28,0.0123,0,0.39,0,0
9336,66.82,0.0123,0,0.2,1,0
9337,46.09,0.0123,2,0.68,1,0
9338,40.02,0.0123,1,0.23,1,0
9339,603.78,0.0123,0,0.86,0,1
9340,18.06,0.0123,0,0.73,0,0
9341,19.07,4.8088,2,0.25,0,0
9342,3.84,0.0123,2,0.09,0,0
9343,1460.83,0.0123,1,0.41,0,1
9344,58.64,4.8088,2,0.9,0,1
9345,70.17,0.0123,2,0.87,0,0
9346,60.59,0.0123,0,0.18,0,0
9347,54.26,0.0123,0,0.67,0,0
9348,15.62,0.0123,2,0.05,0,0
9349,18.68,0.0123,0,0.57,0,0
9350,863.96,4.8088,0,0.56,0,1
9351,32.17,0.0123,2,0.58,1,0
9352,16.4,0.0123,2,0.2,0,0
9353,48.15,0.0123,1,0.27,0,0
9354,9.17,0.0123,0,0.77,0,0
9355,1729.99,0.0123,2,0.16,1,1
9356,45.11,0.0123,2,0.65,0,0
9357,774.1,0.0123,0,0.78,0,0
9358,40.41,0.0123,2,0.36,0,0
9359,28.55,0.0123,2,0.65,0,0
9360,32.38,0.0123,2,0.81,0,0
9361,559.04,0.0123,2,0.66,0,0
9362,20.72,0.0123,2,0.55,0,0
9363,35.77,0.0123,1,0.99,1,1
9364,35.68,0.0123,0,0.46,0,0
9365,54.17,0.0123,2,0.6,0,0
9366,1319.21,4.8088,2,0.21,0,1
9367,50.7,0.0123,2,0.59,0,0
9368,818.84,4.8088,2,0.01,0,1
9369,6.35,0.0123,1,0.26,0,0
9370,19.53,0.0123,0,0.29,0,0
9371,43.87,0.0123,0,0.63,0,0
9372,35.35,0.0123,2,0.66,0,0
9373,10.39,4.8088,1,0.05,0,0
9374,38.57,0.0123,0,0.93,0,0
9375,20.99,0.0123,2,0.67,0,0
9376,25.99,0.0123,2,0.44,0,0
9377,16.79,0.0123,2,0.87,0,0
9378,87.26,0.0123,2,0.59,0,0
9379,54.76,0.0123,0,0.33,0,0
9380,265.56,0.0123,0,0.08,0,0
9381,72.15,0.0123,2,0.07,0,0
9382,46.7,0.0123,2,0.36,1,0
9383,213.5,0.0123,0,0.55,0,0
9384,38.35,0.0123,2,0.27,0,0
9385,20.85,0.0123,2,0.41,0,0
9386,16.0,0.0123,1,0.65,1,0
9387,33.45,0.0123,0,0.74,0,0
9388,11.95,0.0123,2,0.42,1,0
9389,24.41,0.0123,0,0.44,0,0
9390,8.24,0.0123,2,0.93,0,0
9391,33.85,0.0123,0,0.93,1,1
9392,12.41,0.0123,2,0.05,0,0
9393,27.38,0.0123,2,0.9,1,1
9394,41.68,0.0123,0,0.28,0,0
9395,21.78,0.0123,0,0.02,0,0
9396,1162.14,0.0123,1,0.54,0,1
9397,20.19,0.0123,2,0.91,0,0
9398,3573.68,0.0123,0,0.01,1,1
9399,69.18,0.0123,0,0.06,1,0
9400,242.58,0.0123,2,0.41,1,0
9401,73.82,0.0123,0,0.86,0,0
9402,77.41,0.0123,0,0.12,0,0
9403,199.0,0.0123,0,0.08,0,0
9404,29.57,0.0123,2,0.76,0,0
9405,12.81,0.0123,0,0.22,0,0
9406,53.91,0.0123,0,0.97,0,0
9407,25.08,4.8088,2,0.65,0,0
