Transaction_ID,Timestamp,Customer_ID,Amount,Merchant_Category,Distance_from_Home,Device_Type,IP_Risk_Score,Avg_Spending_Habit,Is_Weekend,Is_Night_Transaction,Is_Fraud
TRX-005912,2025-01-26 01:35:00,CUST-1057,31.76,Food_Dining,0.0123,iOS,0.95,90.68,1,1,1
TRX-005913,2025-01-06 17:15:00,CUST-1918,7.31,Transport,4.8088,Android,0.13,74.3,0,0,0
TRX-005914,2025-03-29 17:12:00,CUST-1158,51.36,Online_Services,0.0123,Android,0.09,96.16,1,0,0
TRX-005915,2025-03-07 18:30:00,CUST-1384,16.75,Transport,0.0123,Android,0.52,82.29,0,0,0
TRX-005916,2025-03-14 00:01:00,CUST-1182,540.35,Electronics,0.0123,Android,0.74,102.3,0,1,1
TRX-005917,2025-02-06 13:11:00,CUST-1124,16.71,Transport,0.0123,Android,0.25,35.41,0,0,0
TRX-005918,2025-03-16 08:47:00,CUST-1358,38.38,Food_Dining,0.0123,Android,0.12,74.64,1,0,0
TRX-005919,2025-01-05 06:46:00,CUST-1397,73.57,Groceries,0.0123,Android,0.2,104.84,1,0,0
TRX-005920,2025-01-30 20:39:00,CUST-1714,58.87,Groceries,0.0123,Android,0.53,81.42,0,0,0
TRX-005921,2025-02-06 18:50:00,CUST-1557,49.81,Food_Dining,4.8088,iOS,0.34,99.85,0,0,0
TRX-005922,2025-03-16 21:26:00,CUST-1292,23.53,Food_Dining,0.0123,iOS,0.27,82.0,1,0,0
TRX-005923,2025-01-15 00:22:00,CUST-1025,41.92,Groceries,0.0123,iOS,0.21,108.45,0,1,0
TRX-005924,2025-02-15 14:50:00,CUST-1712,28.72,Transport,0.0123,Android,0.68,74.22,1,0,0
TRX-005925,2025-02-01 16:10:00,CUST-1472,39.06,Food_Dining,0.0123,Android,0.02,78.91,1,0,0
TRX-005926,2025-01-24 14:49:00,CUST-1816,342.54,Electronics,0.0123,Web_Browser,0.29,90.0,0,0,0
TRX-005927,2025-01-09 21:08:00,CUST-1589,24.18,Food_Dining,0.0123,Web_Browser,0.19,90.67,0,0,0
TRX-005928,2025-01-03 02:50:00,CUST-1779,62.91,Groceries,0.0123,Android,0.46,77.65,0,1,0
TRX-005929,2025-02-07 22:34:00,CUST-1617,34.46,Groceries,0.0123,Android,0.34,82.51,0,0,0
TRX-005930,2025-03-04 05:24:00,CUST-1596,471.72,Electronics,0.0123,iOS,0.06,87.58,0,0,0
TRX-005931,2025-01-19 08:24:00,CUST-1829,19.29,Food_Dining,0.0123,iOS,0.33,79.45,1,0,0
TRX-005932,2025-03-12 07:18:00,CUST-1306,73.8,Online_Services,0.0123,iOS,0.94,62.81,0,0,0
TRX-005933,2025-03-15 09:14:00,CUST-1006,113.21,Groceries,0.0123,iOS,0.34,93.51,1,0,0
TRX-005934,2025-02-25 07:58:00,CUST-1951,49.01,Online_Services,4.8088,Android,0.09,87.34,0,0,0
TRX-005935,2025-02-28 20:53:00,CUST-1713,29.5,Transport,0.0123,Android,0.62,103.14,0,0,0
TRX-005936,2025-01-25 07:27:00,CUST-1033,21.17,Groceries,0.0123,Web_Browser,0.31,180.74,1,0,0
TRX-005937,2025-01-30 08:19:00,CUST-1326,8.84,Transport,0.0123,Android,0.33,107.01,0,0,0
TRX-005938,2025-03-24 09:00:00,CUST-1086,13.96,Transport,0.0123,Android,0.24,44.2,0,0,0
TRX-005939,2025-01-10 05:00:00,CUST-1340,27.9,Transport,0.0123,Web_Browser,0.32,33.75,0,0,0
TRX-005940,2025-02-23 11:49:00,CUST-1584,22.69,Food_Dining,0.0123,Android,0.56,119.13,1,0,0
TRX-005941,2025-03-11 06:43:00,CUST-1362,43.29,Food_Dining,0.0123,Android,0.77,88.39,0,0,0
TRX-005942,2025-02-21 00:38:00,CUST-1928,14.01,Transport,0.0123,Web_Browser,0.45,58.42,0,1,0
TRX-005943,2025-02-22 08:50:00,CUST-1593,29.19,Groceries,4.8088,Android,0.53,108.7,1,0,0
TRX-005944,2025-03-28 11:45:00,CUST-1404,33.31,Food_Dining,0.0123,iOS,0.33,96.62,0,0,0
TRX-005945,2025-03-24 13:03:00,CUST-1577,1815.14,Luxury_Goods,0.0123,iOS,0.44,107.86,0,0,1
TRX-005946,2025-02-26 09:27:00,CUST-1662,402.82,Electronics,0.0123,Android,0.54,118.75,0,0,0
TRX-005947,2025-03-21 19:10:00,CUST-1362,66.84,Food_Dining,0.0123,iOS,0.12,56.52,0,0,0
TRX-005948,2025-01-11 02:45:00,CUST-1024,35.53,Food_Dining,0.0123,Android,0.41,144.41,1,1,0
TRX-005949,2025-03-12 01:32:00,CUST-1248,32.48,Food_Dining,0.0123,Android,0.78,114.66,0,1,0
TRX-005950,2025-01-24 13:12:00,CUST-1218,283.56,Electronics,0.0123,iOS,0.3,76.67,0,0,0
TRX-005951,2025-02-26 03:40:00,CUST-1841,22.07,Food_Dining,0.0123,iOS,0.2,77.41,0,1,0
TRX-005952,2025-02-08 10:30:00,CUST-1449,213.7,Electronics,0.0123,Android,0.74,124.01,1,0,0
TRX-005953,2025-03-02 06:52:00,CUST-1241,44.21,Groceries,0.0123,iOS,0.83,88.14,1,0,0
TRX-005954,2025-02-07 07:52:00,CUST-1214,59.82,Groceries,0.0123,Android,0.28,97.22,0,0,0
TRX-005955,2025-02-16 13:23:00,CUST-1198,22.01,Online_Services,0.0123,Android,0.66,122.88,1,0,0
TRX-005956,2025-02-20 03:47:00,CUST-1839,126.19,Groceries,0.0123,Android,0.26,85.46,0,1,0
TRX-005957,2025-02-11 10:04:00,CUST-1594,59.45,Groceries,0.0123,Web_Browser,0.12,71.05,0,0,0
TRX-005958,2025-02-07 19:00:00,CUST-1675,20.65,Food_Dining,0.0123,Android,0.19,96.08,0,0,0
TRX-005959,2025-02-12 13:44:00,CUST-1539,68.53,Groceries,0.0123,Web_Browser,0.57,96.29,0,0,0
TRX-005960,2025-01-27 10:36:00,CUST-1227,28.44,Online_Services,0.0123,iOS,0.55,63.59,0,0,0
TRX-005961,2025-02-23 02:06:00,CUST-1507,44.91,Food_Dining,4.8088,iOS,0.92,100.1,1,1,1
TRX-005962,2025-02-13 10:03:00,CUST-1364,22.07,Groceries,0.0123,Android,0.94,106.29,0,0,0
TRX-005963,2025-02-06 00:15:00,CUST-1771,13.11,Transport,0.0123,Web_Browser,0.32,79.7,0,1,0
TRX-005964,2025-02-19 08:23:00,CUST-1272,15.21,Food_Dining,0.0123,Android,0.77,126.11,0,0,0
TRX-005965,2025-01-01 09:59:00,CUST-1164,22.19,Transport,0.0123,Android,0.19,111.98,0,0,0
TRX-005966,2025-03-05 01:41:00,CUST-1664,55.54,Online_Services,0.0123,Android,0.12,137.98,0,1,0
TRX-005967,2025-01-27 00:28:00,CUST-1170,17.66,Transport,0.0123,Android,0.12,198.3,0,1,0
TRX-005968,2025-02-10 15:43:00,CUST-1486,12.9,Transport,0.0123,iOS,0.13,128.95,0,0,0
TRX-005969,2025-01-04 02:53:00,CUST-1871,9.11,Transport,0.0123,iOS,0.23,35.78,1,1,0
TRX-005970,2025-02-24 19:51:00,CUST-1772,25.11,Online_Services,0.0123,iOS,0.07,130.57,0,0,0
TRX-005971,2025-01-09 08:12:00,CUST-1568,24.52,Food_Dining,0.0123,Android,0.27,91.7,0,0,0
TRX-005972,2025-01-07 09:57:00,CUST-1793,73.19,Groceries,0.0123,iOS,0.71,75.96,0,0,0
TRX-005973,2025-03-01 18:36:00,CUST-1831,11.97,Transport,0.0123,iOS,0.54,95.36,1,0,0
TRX-005974,2025-02-23 09:58:00,CUST-1214,2443.78,Luxury_Goods,0.0123,Web_Browser,0.74,107.21,1,0,1
TRX-005975,2025-01-28 17:16:00,CUST-1469,38.9,Online_Services,0.0123,Android,0.05,76.94,0,0,0
TRX-005976,2025-03-07 10:06:00,CUST-1680,10.83,Transport,0.0123,Android,0.87,93.08,0,0,0
TRX-005977,2025-02-26 00:13:00,CUST-1945,579.22,Electronics,0.0123,iOS,0.91,111.85,0,1,1
TRX-005978,2025-01-14 18:31:00,CUST-1432,8.34,Transport,0.0123,Android,0.9,79.44,0,0,0
TRX-005979,2025-01-10 14:45:00,CUST-1529,53.8,Groceries,0.0123,Android,0.75,126.61,0,0,0
TRX-005980,2025-03-23 09:15:00,CUST-1160,2303.63,Luxury_Goods,0.0123,Android,0.94,129.0,1,0,1
TRX-005981,2025-03-13 07:07:00,CUST-1897,29.0,Food_Dining,0.0123,Android,0.82,141.98,0,0,0
TRX-005982,2025-03-06 18:16:00,CUST-1662,39.37,Groceries,0.0123,Web_Browser,0.79,91.13,0,0,0
TRX-005983,2025-02-17 21:24:00,CUST-1695,12.96,Transport,0.0123,Android,0.97,82.7,0,0,0
TRX-005984,2025-02-18 02:55:00,CUST-1914,2490.63,Luxury_Goods,0.0123,Android,0.34,94.14,0,1,1
TRX-005985,2025-03-11 22:47:00,CUST-1920,463.14,Electronics,0.0123,Android,0.44,98.65,0,0,0
TRX-005986,2025-01-13 13:26:00,CUST-1455,20.19,Transport,0.0123,Android,0.15,73.89,0,0,0
TRX-005987,2025-03-10 13:31:00,CUST-1186,19.86,Food_Dining,0.0123,Android,0.99,101.78,0,0,0
TRX-005988,2025-02-05 18:37:00,CUST-1397,1035.73,Electronics,0.0123,Android,0.84,156.1,0,0,1
TRX-005989,2025-02-03 01:14:00,CUST-1560,45.85,Online_Services,0.0123,iOS,0.03,85.27,0,1,0
TRX-005990,2025-03-05 11:49:00,CUST-1464,35.72,Groceries,0.0123,iOS,0.18,119.65,0,0,0
TRX-005991,2025-02-20 02:17:00,CUST-1090,41.32,Groceries,0.0123,iOS,0.3,142.06,0,1,0
TRX-005992,2025-01-30 04:37:00,CUST-1591,42.01,Groceries,4.8088,Web_Browser,0.86,114.12,0,1,1
TRX-005993,2025-01-10 05:48:00,CUST-1381,87.61,Online_Services,4.8088,Android,0.04,105.22,0,0,0
TRX-005994,2025-02-08 05:54:00,CUST-1882,72.08,Groceries,0.0123,Android,0.21,100.19,1,0,0
TRX-005995,2025-03-25 02:17:00,CUST-1279,50.99,Food_Dining,0.0123,iOS,0.22,104.24,0,1,0
TRX-005996,2025-03-04 00:26:00,CUST-1254,58.1,Groceries,0.0123,iOS,0.35,134.64,0,1,0
TRX-005997,2025-03-13 02:58:00,CUST-1055,1463.02,Electronics,0.0123,iOS,0.4,152.39,0,1,1
TRX-005998,2025-03-25 20:34:00,CUST-1638,8.16,Transport,0.0123,Android,0.51,138.06,0,0,0
TRX-005999,2025-01-04 12:19:00,CUST-1850,17.14,Transport,0.0123,Android,0.41,111.08,1,0,0
TRX-006000,2025-02-13 18:36:00,CUST-1644,26.0,Online_Services,4.8088,Android,0.08,53.66,0,0,0
TRX-006001,2025-02-11 22:04:00,CUST-1899,50.39,Groceries,0.0123,iOS,0.17,135.89,0,0,0
TRX-006002,2025-02-18 12:22:00,CUST-1961,538.01,Electronics,0.0123,iOS,0.64,123.23,0,0,0
TRX-006003,2025-01-12 16:41:00,CUST-1998,60.55,Groceries,0.0123,Android,0.9,141.85,1,0,0
TRX-006004,2025-03-14 11:12:00,CUST-1012,13.14,Transport,0.0123,Android,0.4,50.75,0,0,0
TRX-006005,2025-01-23 22:56:00,CUST-1015,14.81,Online_Services,0.0123,Web_Browser,0.97,128.42,0,0,0
TRX-006006,2025-03-20 22:32:00,CUST-1446,537.79,Electronics,0.0123,iOS,0.55,30.2,0,0,0
TRX-006007,2025-01-27 15:50:00,CUST-1248,19.94,Food_Dining,0.0123,Android,0.73,156.57,0,0,0
TRX-006008,2025-02-17 01:50:00,CUST-1815,3010.21,Luxury_Goods,0.0123,iOS,0.82,87.92,0,1,1
TRX-006009,2025-03-05 20:22:00,CUST-1011,11.64,Transport,0.0123,iOS,0.95,116.82,0,0,0
TRX-006010,2025-03-23 00:07:00,CUST-1427,1480.48,Luxury_Goods,0.0123,iOS,0.9,65.15,1,1,1
TRX-006011,2025-02-14 00:13:00,CUST-1697,17.39,Groceries,0.0123,iOS,0.53,109.66,0,1,0
TRX-006012,2025-02-22 05:25:00,CUST-1129,65.8,Groceries,0.0123,iOS,0.49,74.34,1,0,0
TRX-006013,2025-02-21 02:25:00,CUST-1163,29.52,Transport,0.0123,iOS,0.0,86.9,0,1,0
TRX-006014,2025-03-08 04:03:00,CUST-1759,324.74,Electronics,0.0123,iOS,0.85,116.46,1,1,1
TRX-006015,2025-03-28 16:44:00,CUST-1486,100.0,Groceries,0.0123,Android,0.39,104.79,0,0,0
TRX-006016,2025-02-07 07:24:00,CUST-1558,32.66,Food_Dining,0.0123,iOS,0.21,33.93,0,0,0
TRX-006017,2025-02-06 05:26:00,CUST-1961,14.16,Transport,0.0123,iOS,0.01,69.97,0,0,0
TRX-006018,2025-02-09 13:52:00,CUST-1798,17.9,Food_Dining,0.0123,Web_Browser,0.93,111.65,1,0,0
TRX-006019,2025-02-25 12:10:00,CUST-1458,826.39,Electronics,0.0123,iOS,0.4,90.93,0,0,0
TRX-006020,2025-02-19 12:01:00,CUST-1011,27.25,Groceries,4.8088,Android,0.75,54.09,0,0,0
TRX-006021,2025-02-09 19:18:00,CUST-1860,61.57,Food_Dining,0.0123,Android,0.75,101.66,1,0,0
TRX-006022,2025-03-18 18:56:00,CUST-1477,79.87,Groceries,4.8088,iOS,0.1,92.89,0,0,0
TRX-006023,2025-03-19 03:54:00,CUST-1970,33.53,Groceries,0.0123,iOS,0.29,162.44,0,1,0
TRX-006024,2025-01-22 01:44:00,CUST-1223,27.96,Transport,0.0123,iOS,0.39,94.98,0,1,0
TRX-006025,2025-02-27 02:05:00,CUST-1763,33.68,Food_Dining,0.0123,iOS,0.99,68.4,0,1,1
TRX-006026,2025-01-06 08:42:00,CUST-1975,50.29,Online_Services,0.0123,iOS,0.97,88.69,0,0,0
TRX-006027,2025-03-03 13:00:00,CUST-1881,35.44,Food_Dining,0.0123,iOS,0.79,87.85,0,0,0
TRX-006028,2025-01-29 02:09:00,CUST-1952,18.93,Online_Services,0.0123,Android,0.45,116.3,0,1,0
TRX-006029,2025-03-31 06:23:00,CUST-1743,65.01,Groceries,0.0123,Android,0.3,103.68,0,0,0
TRX-006030,2025-02-09 13:54:00,CUST-1832,22.2,Food_Dining,0.0123,iOS,0.09,66.67,1,0,0
TRX-006031,2025-03-18 22:54:00,CUST-1218,27.97,Groceries,0.0123,Web_Browser,0.06,57.92,0,0,0
TRX-006032,2025-03-17 02:07:00,CUST-1660,65.35,Food_Dining,0.0123,Android,0.56,85.58,0,1,0
TRX-006033,2025-03-20 13:49:00,CUST-1887,37.92,Food_Dining,0.0123,iOS,0.85,52.9,0,0,0
TRX-006034,2025-02-07 19:42:00,CUST-1058,19.22,Transport,0.0123,iOS,0.63,105.81,0,0,0
TRX-006035,2025-02-23 15:39:00,CUST-1723,5657.5,Luxury_Goods,0.0123,Android,0.96,158.08,1,0,1
TRX-006036,2025-02-25 10:48:00,CUST-1435,34.36,Food_Dining,0.0123,iOS,0.84,83.62,0,0,0
TRX-006037,2025-01-04 15:22:00,CUST-1694,28.38,Food_Dining,0.0123,iOS,0.78,42.96,1,0,0
TRX-006038,2025-03-13 16:51:00,CUST-1703,16.16,Food_Dining,0.0123,iOS,0.72,71.34,0,0,0
TRX-006039,2025-01-22 13:48:00,CUST-1098,444.72,Electronics,0.0123,iOS,0.73,83.35,0,0,0
TRX-006040,2025-02-24 08:24:00,CUST-1875,1449.62,Luxury_Goods,0.0123,iOS,0.38,80.61,0,0,1
TRX-006041,2025-01-06 11:18:00,CUST-1450,12.31,Transport,0.0123,iOS,0.3,87.39,0,0,0
TRX-006042,2025-01-13 02:34:00,CUST-1874,10.37,Transport,0.0123,Android,0.06,151.37,0,1,0
TRX-006043,2025-03-05 19:30:00,CUST-1478,28.83,Food_Dining,0.0123,Android,0.57,83.27,0,0,0
TRX-006044,2025-02-25 12:48:00,CUST-1538,18.82,Transport,0.0123,iOS,0.5,132.86,0,0,0
TRX-006045,2025-02-27 09:15:00,CUST-1390,17.16,Transport,0.0123,iOS,0.97,94.78,0,0,0
TRX-006046,2025-01-09 20:00:00,CUST-1403,74.55,Groceries,0.0123,iOS,0.58,133.24,0,0,0
TRX-006047,2025-02-28 23:45:00,CUST-1680,737.05,Electronics,0.0123,Android,0.03,93.93,0,0,0
TRX-006048,2025-01-20 14:12:00,CUST-1699,54.79,Groceries,0.0123,Android,0.15,128.94,0,0,0
TRX-006049,2025-02-13 18:17:00,CUST-1375,29.17,Food_Dining,0.0123,iOS,0.96,107.17,0,0,0
TRX-006050,2025-03-22 08:17:00,CUST-1064,11.25,Transport,0.0123,Android,0.21,115.08,1,0,0
TRX-006051,2025-01-30 07:46:00,CUST-1741,20.91,Transport,0.0123,Android,0.41,105.3,0,0,0
TRX-006052,2025-01-12 13:56:00,CUST-1269,42.1,Food_Dining,0.0123,Android,0.42,145.4,1,0,0
TRX-006053,2025-01-26 23:19:00,CUST-1410,91.12,Groceries,0.0123,iOS,0.73,61.93,1,0,0
TRX-006054,2025-03-10 15:15:00,CUST-1520,64.23,Online_Services,0.0123,Android,0.68,91.17,0,0,0
TRX-006055,2025-03-30 07:06:00,CUST-1246,26.43,Food_Dining,0.0123,Android,0.11,87.83,1,0,0
TRX-006056,2025-03-19 18:28:00,CUST-1358,8.79,Food_Dining,0.0123,iOS,0.9,97.77,0,0,0
TRX-006057,2025-03-10 11:17:00,CUST-1190,31.77,Food_Dining,0.0123,iOS,0.67,150.99,0,0,0
TRX-006058,2025-02-03 00:10:00,CUST-1312,29.8,Groceries,0.0123,iOS,0.37,107.12,0,1,0
TRX-006059,2025-01-04 19:30:00,CUST-1490,26.09,Groceries,0.0123,Android,0.61,103.93,1,0,0
TRX-006060,2025-02-01 01:11:00,CUST-1752,51.4,Groceries,0.0123,Android,0.45,49.26,1,1,0
TRX-006061,2025-02-08 16:56:00,CUST-1184,23.89,Online_Services,0.0123,Web_Browser,0.67,88.15,1,0,0
TRX-006062,2025-02-16 09:36:00,CUST-1278,588.33,Electronics,0.0123,iOS,0.22,131.77,1,0,0
TRX-006063,2025-03-23 12:06:00,CUST-1542,44.67,Groceries,0.0123,Android,0.75,73.98,1,0,0
TRX-006064,2025-03-08 17:22:00,CUST-1868,19.05,Food_Dining,0.0123,Android,0.54,65.21,1,0,0
TRX-006065,2025-01-13 14:16:00,CUST-1683,1377.32,Electronics,0.0123,Android,0.91,111.68,0,0,1
TRX-006066,2025-03-18 10:57:00,CUST-1070,18.18,Transport,0.0123,iOS,0.39,104.64,0,0,0
TRX-006067,2025-02-28 13:09:00,CUST-1734,9.17,Transport,0.0123,iOS,0.48,93.47,0,0,0
TRX-006068,2025-02-14 06:59:00,CUST-1907,51.05,Groceries,0.0123,Android,0.06,125.89,0,0,0
TRX-006069,2025-02-10 22:42:00,CUST-1224,548.01,Electronics,0.0123,iOS,0.79,104.09,0,0,0
TRX-006070,2025-03-22 07:01:00,CUST-1378,16.39,Food_Dining,0.0123,Android,0.07,110.02,1,0,0
TRX-006071,2025-02-08 21:21:00,CUST-1356,372.83,Electronics,0.0123,iOS,0.37,52.17,1,0,0
TRX-006072,2025-01-28 17:08:00,CUST-1911,75.31,Groceries,0.0123,Android,0.75,71.34,0,0,0
TRX-006073,2025-01-14 12:18:00,CUST-1230,21.69,Food_Dining,0.0123,Android,0.98,98.51,0,0,0
TRX-006074,2025-03-02 12:24:00,CUST-1453,28.08,Groceries,0.0123,Android,0.18,107.95,1,0,0
TRX-006075,2025-01-08 14:31:00,CUST-1935,41.58,Groceries,0.0123,iOS,0.95,105.46,0,0,0
TRX-006076,2025-01-05 22:59:00,CUST-1714,22.46,Food_Dining,0.0123,Android,0.28,148.84,1,0,0
TRX-006077,2025-01-28 19:20:00,CUST-1567,265.77,Electronics,0.0123,Android,0.31,59.4,0,0,0
TRX-006078,2025-02-09 06:53:00,CUST-1036,21.02,Transport,0.0123,iOS,0.71,69.79,1,0,0
TRX-006079,2025-03-30 18:37:00,CUST-1481,14.06,Transport,0.0123,Android,0.75,92.61,1,0,0
TRX-006080,2025-02-13 23:57:00,CUST-1073,20.97,Transport,0.0123,Web_Browser,0.98,152.32,0,0,0
TRX-006081,2025-03-06 17:30:00,CUST-1999,63.22,Food_Dining,0.0123,Android,0.73,118.73,0,0,0
TRX-006082,2025-01-24 15:06:00,CUST-1900,34.08,Food_Dining,0.0123,iOS,0.74,101.12,0,0,0
TRX-006083,2025-03-09 12:20:00,CUST-1279,52.35,Groceries,0.0123,iOS,0.78,107.57,1,0,0
TRX-006084,2025-02-04 10:20:00,CUST-1514,8.53,Transport,0.0123,iOS,0.22,91.99,0,0,0
TRX-006085,2025-02-07 20:38:00,CUST-1754,26.63,Transport,0.0123,iOS,0.4,170.36,0,0,0
TRX-006086,2025-02-20 09:58:00,CUST-1947,19.83,Food_Dining,0.0123,Web_Browser,0.7,70.6,0,0,0
TRX-006087,2025-03-14 19:16:00,CUST-1940,30.7,Online_Services,0.0123,Android,0.37,114.84,0,0,0
TRX-006088,2025-01-04 02:30:00,CUST-1500,62.8,Food_Dining,0.0123,Android,0.53,104.5,1,1,0
TRX-006089,2025-01-02 04:38:00,CUST-1052,29.06,Food_Dining,0.0123,iOS,0.36,65.67,0,1,0
TRX-006090,2025-01-04 15:33:00,CUST-1111,30.36,Groceries,0.0123,iOS,0.36,108.49,1,0,0
TRX-006091,2025-03-07 15:16:00,CUST-1801,15.85,Food_Dining,0.0123,Android,0.05,101.21,0,0,0
TRX-006092,2025-02-02 06:03:00,CUST-1136,35.42,Food_Dining,0.0123,iOS,0.36,129.03,1,0,0
TRX-006093,2025-01-08 05:16:00,CUST-1957,73.27,Groceries,0.0123,Android,0.79,57.95,0,0,0
TRX-006094,2025-02-21 14:25:00,CUST-1083,28.71,Food_Dining,0.0123,iOS,1.0,115.48,0,0,0
TRX-006095,2025-03-08 05:54:00,CUST-1096,447.87,Electronics,4.8088,Android,0.55,155.48,1,0,0
TRX-006096,2025-02-04 04:19:00,CUST-1873,49.51,Groceries,0.0123,Android,0.41,102.35,0,1,0
TRX-006097,2025-02-07 06:53:00,CUST-1634,726.42,Luxury_Goods,0.0123,Android,0.6,107.46,0,0,1
TRX-006098,2025-02-20 12:22:00,CUST-1151,52.65,Groceries,0.0123,Web_Browser,0.98,83.41,0,0,0
TRX-006099,2025-03-29 20:33:00,CUST-1298,19.98,Transport,0.0123,Android,0.84,85.83,1,0,0
TRX-006100,2025-01-26 10:38:00,CUST-1614,41.42,Online_Services,0.0123,iOS,0.69,110.44,1,0,0
TRX-006101,2025-03-13 04:11:00,CUST-1224,37.02,Transport,4.8088,Web_Browser,0.66,130.18,0,1,1
TRX-006102,2025-03-19 09:46:00,CUST-1696,14.89,Food_Dining,0.0123,iOS,0.91,81.73,0,0,0
TRX-006103,2025-01-18 13:31:00,CUST-1238,10.02,Transport,0.0123,Android,0.46,92.08,1,0,0
TRX-006104,2025-03-29 09:09:00,CUST-1229,33.6,Food_Dining,0.0123,iOS,0.32,106.59,1,0,0
TRX-006105,2025-02-25 10:09:00,CUST-1164,61.96,Food_Dining,0.0123,Android,0.62,106.12,0,0,0
TRX-006106,2025-03-21 10:45:00,CUST-1569,9.23,Transport,0.0123,iOS,0.81,56.62,0,0,0
TRX-006107,2025-03-14 04:10:00,CUST-1940,27.98,Groceries,4.8088,iOS,0.9,127.71,0,1,1
TRX-006108,2025-03-23 11:35:00,CUST-1618,68.55,Groceries,0.0123,Android,0.48,74.8,1,0,0
TRX-006109,2025-03-06 23:53:00,CUST-1547,29.63,Groceries,0.0123,iOS,0.35,135.93,0,0,0
TRX-006110,2025-01-16 23:25:00,CUST-1801,26.16,Food_Dining,0.0123,iOS,0.75,118.07,0,0,0
TRX-006111,2025-02-10 10:34:00,CUST-1325,53.71,Groceries,0.0123,iOS,0.77,125.34,0,0,0
TRX-006112,2025-03-03 12:49:00,CUST-1762,30.65,Food_Dining,0.0123,Web_Browser,0.09,110.37,0,0,0
TRX-006113,2025-03-21 05:06:00,CUST-1596,490.99,Electronics,0.0123,Android,0.47,111.0,0,0,0
TRX-006114,2025-02-25 09:34:00,CUST-1428,24.21,Groceries,0.0123,iOS,0.38,75.52,0,0,0
TRX-006115,2025-02-14 22:32:00,CUST-1937,10.18,Transport,0.0123,Android,0.25,122.03,0,0,0
TRX-006116,2025-03-19 16:17:00,CUST-1142,42.02,Food_Dining,0.0123,iOS,0.97,132.31,0,0,0
TRX-006117,2025-03-15 15:55:00,CUST-1094,33.09,Groceries,0.0123,Android,0.56,27.71,1,0,0
TRX-006118,2025-01-07 10:24:00,CUST-1828,13.33,Transport,0.0123,iOS,0.1,60.76,0,0,0
TRX-006119,2025-03-23 15:43:00,CUST-1615,16.5,Transport,0.0123,Web_Browser,0.44,119.11,1,0,0
TRX-006120,2025-03-26 00:21:00,CUST-1879,29.24,Groceries,0.0123,Web_Browser,0.24,116.11,0,1,0
TRX-006121,2025-03-09 08:08:00,CUST-1150,53.25,Food_Dining,0.0123,Android,0.25,105.24,1,0,0
TRX-006122,2025-02-24 07:27:00,CUST-1284,25.69,Groceries,0.0123,iOS,0.14,120.17,0,0,0
TRX-006123,2025-01-07 03:17:00,CUST-1118,26.34,Food_Dining,0.0123,Android,0.47,126.15,0,1,0
TRX-006124,2025-01-31 17:03:00,CUST-1380,45.45,Groceries,0.0123,iOS,0.46,82.14,0,0,0
TRX-006125,2025-02-23 02:44:00,CUST-1143,17.95,Transport,0.0123,Web_Browser,0.27,108.82,1,1,0
TRX-006126,2025-02-11 21:43:00,CUST-1987,405.75,Electronics,0.0123,iOS,0.68,61.8,0,0,0
TRX-006127,2025-01-31 09:11:00,CUST-1442,18.77,Food_Dining,0.0123,Android,0.38,84.08,0,0,0
TRX-006128,2025-01-24 18:50:00,CUST-1424,11.14,Transport,0.0123,iOS,0.97,75.28,0,0,0
TRX-006129,2025-02-23 13:22:00,CUST-1776,40.45,Groceries,0.0123,iOS,0.67,67.02,1,0,0
TRX-006130,2025-02-24 03:36:00,CUST-1416,71.97,Groceries,0.0123,Android,0.22,89.66,0,1,0
TRX-006131,2025-03-18 15:25:00,CUST-1146,121.95,Groceries,0.0123,Android,0.82,98.08,0,0,0
TRX-006132,2025-02-10 22:40:00,CUST-1757,18.0,Food_Dining,0.0123,iOS,0.42,117.52,0,0,0
TRX-006133,2025-02-19 00:06:00,CUST-1752,66.52,Groceries,0.0123,iOS,0.85,111.5,0,1,1
TRX-006134,2025-03-13 16:51:00,CUST-1976,5038.89,Luxury_Goods,0.0123,Android,0.24,124.22,0,0,1
TRX-006135,2025-02-12 21:52:00,CUST-1181,1200.18,Electronics,0.0123,Android,0.92,117.08,0,0,1
TRX-006136,2025-01-14 00:44:00,CUST-1352,20.34,Transport,0.0123,iOS,0.49,137.74,0,1,0
TRX-006137,2025-01-12 09:28:00,CUST-1696,19.37,Food_Dining,0.0123,Web_Browser,0.61,131.82,1,0,0
TRX-006138,2025-01-26 15:02:00,CUST-1230,12.2,Food_Dining,0.0123,iOS,0.3,103.19,1,0,0
TRX-006139,2025-03-27 01:32:00,CUST-1742,58.25,Transport,0.0123,Android,0.36,136.62,0,1,0
TRX-006140,2025-02-12 15:32:00,CUST-1750,129.45,Groceries,0.0123,Android,0.95,91.7,0,0,0
TRX-006141,2025-03-28 11:42:00,CUST-1199,303.25,Electronics,0.0123,iOS,0.36,72.81,0,0,0
TRX-006142,2025-02-27 03:10:00,CUST-1064,38.5,Transport,0.0123,Android,0.24,125.46,0,1,0
TRX-006143,2025-03-14 20:53:00,CUST-1108,850.0,Electronics,0.0123,iOS,0.73,84.14,0,0,0
TRX-006144,2025-02-18 06:46:00,CUST-1760,72.55,Online_Services,0.0123,Android,0.03,106.91,0,0,0
